getClassLoad,是否需要,如需要，请补充理由,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->fixUnknownMcc(Ljava/lang/String;I)Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->getCurrentDataConnectionState()I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->getDesiredPowerState()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->getPhoneId()I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->getSystemProperty(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->isConcurrentVoiceAndDataAllowed()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->isGprsConsistent(II)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->isImsRegistered()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->isInHomeSidNid(II)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->isInvalidOperatorNumeric(Ljava/lang/String;)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->loge(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->log(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mCi:Lcom/android/internal/telephony/CommandsInterface;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mCr:Landroid/content/ContentResolver;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mCurDataSpn:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mCurPlmn:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mCurShowPlmn:Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mCurShowSpn:Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mCurSpn:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mDefaultRoamingIndicator:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mDeviceShuttingDown:Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mEmergencyOnly:Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mIccRecords:Lcom/android/internal/telephony/uicc/IccRecords;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mIntentReceiver:Landroid/content/BroadcastReceiver;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mIsSubscriptionFromRuim:Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mMaxDataCalls:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mNewMaxDataCalls:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mNewReasonDataDenied:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mNewSS:Landroid/telephony/ServiceState;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mOnSubscriptionsChangedListener:Lcom/android/internal/telephony/ServiceStateTracker$SstSubscriptionsChangedListener;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mPhone:Lcom/android/internal/telephony/GsmCdmaPhone;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mPreferredNetworkType:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mReasonDataDenied:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mReportedGprsNoReg:Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mRoamingIndicator:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mSpnUpdatePending:Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mSS:Landroid/telephony/ServiceState;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mStartedGprsRegCheck:Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mSubId:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mSubscriptionController:Lcom/android/internal/telephony/SubscriptionController;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mSubscriptionManager:Landroid/telephony/SubscriptionManager;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mUiccApplcation:Lcom/android/internal/telephony/uicc/UiccCardApplication;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->mUiccController:Lcom/android/internal/telephony/uicc/UiccController;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->notifySignalStrength()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->pollState()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->reRegisterNetwork(Landroid/os/Message;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->setOperatorIdd(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->setRoamingType(Landroid/telephony/ServiceState;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->setSignalStrengthDefaultValues()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->updateOtaspState()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->updatePhoneObject()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->updateRoamingState()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->updateSpnDisplay()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ServiceStateTracker;->useDataRegStateForDataOnlyDevices()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/sip/SipPhone$SipCall;->hold()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/sip/SipPhone$SipCall;->switchWith(Lcom/android/internal/telephony/sip/SipPhone$SipCall;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/sip/SipPhone$SipCall;->unhold()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/sip/SipPhone;->loge(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/sip/SipPhone;->log(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/sip/SipPhone;->mBackgroundCall:Lcom/android/internal/telephony/sip/SipPhone$SipCall;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/sip/SipPhone;->mForegroundCall:Lcom/android/internal/telephony/sip/SipPhone$SipCall;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Sms7BitEncodingTranslator;->DBG:Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Sms7BitEncodingTranslator;->mTranslationTableCDMA:Landroid/util/SparseIntArray;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Sms7BitEncodingTranslator;->mTranslationTableCommon:Landroid/util/SparseIntArray;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Sms7BitEncodingTranslator;->mTranslationTableGSM:Landroid/util/SparseIntArray;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsApplication$SmsApplicationData;->mApplicationName:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsApplication;->configurePreferredActivity(Landroid/content/pm/PackageManager;Landroid/content/ComponentName;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsApplication;->getDefaultRespondViaMessageApplication(Landroid/content/Context;Z)Landroid/content/ComponentName;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsApplication;->getSmsApplicationData(Ljava/lang/String;Landroid/content/Context;)Lcom/android/internal/telephony/SmsApplication$SmsApplicationData;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsApplication;->setDefaultApplication(Ljava/lang/String;Landroid/content/Context;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsApplication;->shouldWriteMessageForPackage(Ljava/lang/String;Landroid/content/Context;)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsController;->copyMessageToIccEfForSubscriber(ILjava/lang/String;I[B[B)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsController;->disableCellBroadcastForSubscriber(III)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsController;->disableCellBroadcastRangeForSubscriber(IIII)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsController;->enableCellBroadcastForSubscriber(III)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsController;->enableCellBroadcastRangeForSubscriber(IIII)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsController;->getAllMessagesFromIccEfForSubscriber(ILjava/lang/String;)Ljava/util/List;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsController;->getIccSmsInterfaceManager(I)Lcom/android/internal/telephony/IccSmsInterfaceManager;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsController;->getImsSmsFormatForSubscriber(I)Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsController;->getPreferredSmsSubscription()I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsController;->isImsSmsSupportedForSubscriber(I)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsController;->sendDataForSubscriber(ILjava/lang/String;Ljava/lang/String;Ljava/lang/String;I[BLandroid/app/PendingIntent;Landroid/app/PendingIntent;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsController;->sendErrorInPendingIntent(Landroid/app/PendingIntent;I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsController;->sendErrorInPendingIntents(Ljava/util/List;I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsController;->updateMessageOnIccEfForSubscriber(ILjava/lang/String;II[B)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher$ConfirmDialogListener;->mNegativeButton:Landroid/widget/Button;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher$ConfirmDialogListener;->mPositiveButton:Landroid/widget/Button;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher$ConfirmDialogListener;->mRememberUndoInstruction:Landroid/widget/TextView;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher$MultipartSmsSender;->sendSmsByCarrierApp(Ljava/lang/String;Lcom/android/internal/telephony/SMSDispatcher$MultipartSmsSenderCallback;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher$SmsTracker;->mAppInfo:Landroid/content/pm/PackageInfo;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher$SmsTracker;->mDestAddress:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher$SmsTracker;->mMessageUri:Landroid/net/Uri;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher$SmsTracker;->mPersistMessage:Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher$SmsTracker;->mTimestamp:J,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher$SmsTracker;->onFailed(Landroid/content/Context;II)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher$SmsTracker;->onSent(Landroid/content/Context;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher$SmsTracker;->updateSentMessageStatus(Landroid/content/Context;I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher;->calculateLength(Ljava/lang/CharSequence;Z)Lcom/android/internal/telephony/GsmAlphabet$TextEncodingDetails;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher;->checkCallerIsPhoneOrCarrierApp()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher;->dispose()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher;->getCarrierAppPackageName()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher;->getMultipartMessageText(Ljava/util/ArrayList;)Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher;->getNextConcatenatedRef()I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher;->getSubId()I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher;->handleConfirmShortCode(Z[Lcom/android/internal/telephony/SMSDispatcher$SmsTracker;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher;->mCi:Lcom/android/internal/telephony/CommandsInterface;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher;->mTelephonyManager:Landroid/telephony/TelephonyManager;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher;->processSendSmsResponse(Lcom/android/internal/telephony/SMSDispatcher$SmsTracker;II)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SMSDispatcher;->sendSubmitPdu(Lcom/android/internal/telephony/SMSDispatcher$SmsTracker;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsMessageBase;->mIsMwi:Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsMessageBase;->mMessageBody:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsMessageBase;->mMessageRef:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsMessageBase;->mMwiDontStore:Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsMessageBase;->mMwiSense:Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsMessageBase;->mOriginatingAddress:Lcom/android/internal/telephony/SmsAddress;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsMessageBase;->mScAddress:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsMessageBase;->mUserDataHeader:Lcom/android/internal/telephony/SmsHeader;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsPermissions;->log(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsPermissions;->mAppOps:Landroid/app/AppOpsManager;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsPermissions;->mContext:Landroid/content/Context;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsPermissions;->mPhone:Lcom/android/internal/telephony/Phone;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsResponse;->mAckPdu:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsResponse;->mErrorCode:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsResponse;->mMessageRef:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsStorageMonitor;->mCi:Lcom/android/internal/telephony/CommandsInterface;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsUsageMonitor;->check(Ljava/lang/String;I)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SmsUsageMonitor;-><init>(Landroid/content/Context;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->broadcastDefaultDataSubIdChanged(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->colorArr:[I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->enforceModifyPhoneState(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->getActiveSubInfoCount(Ljava/lang/String;)I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->getActiveSubscriptionInfo(ILjava/lang/String;)Landroid/telephony/SubscriptionInfo;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->getActiveSubscriptionInfoList(Ljava/lang/String;)Ljava/util/List;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->getDefaultDataSubId()I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->getDefaultSmsSubId()I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->getDefaultSubId()I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->getDefaultVoiceSubId()I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->getInstance()Lcom/android/internal/telephony/SubscriptionController;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->getPhoneId(I)I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->getSubId(I)[I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->getSubIdUsingPhoneId(I)I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->getSubInfo(Ljava/lang/String;Ljava/lang/Object;)Ljava/util/List;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->getSubInfoRecord(Landroid/database/Cursor;)Landroid/telephony/SubscriptionInfo;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->isActiveSubId(I)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->isSubInfoReady()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->logd(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->logdl(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->loge(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->mContext:Landroid/content/Context;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->mDefaultPhoneId:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->mLock:Ljava/lang/Object;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->notifySubscriptionInfoChanged()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->setDefaultDataSubId(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->setDefaultFallbackSubId(II)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->setDefaultSmsSubId(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->setDefaultVoiceSubId(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->setPlmnSpn(IZLjava/lang/String;ZLjava/lang/String;)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionController;->validateSubId(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionInfoUpdater;->broadcastSimStateChanged(ILjava/lang/String;Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionInfoUpdater;->isAllIccIdQueryDone()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionInfoUpdater;->logd(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionInfoUpdater;->mCurrentlyActiveUserId:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionInfoUpdater;->sContext:Landroid/content/Context;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionInfoUpdater;->sIccId:[Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/SubscriptionInfoUpdater;->SUPPORTED_MODEM_COUNT:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/TelephonyCapabilities;->supportsAdn(I)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecord;->buildAdnString(I)[B,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecordCache;->extensionEfForEf(I)I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecordCache;->getRecordsIfLoaded(I)Ljava/util/ArrayList;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecordCache;->mAdnLikeWaiters:Landroid/util/SparseArray;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecordCache;->mFh:Lcom/android/internal/telephony/uicc/IccFileHandler;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecordCache;->mUserWriteResponse:Landroid/util/SparseArray;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecordCache;->mUsimPhoneBookManager:Lcom/android/internal/telephony/gsm/UsimPhoneBookManager;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecordCache;->reset()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecordCache;->sendErrorResponse(Landroid/os/Message;Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecordCache;->updateAdnByIndex(ILcom/android/internal/telephony/uicc/AdnRecord;ILjava/lang/String;Landroid/os/Message;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecord;->CREATOR:Landroid/os/Parcelable$Creator;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecord;->getEmails()[Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecord;->getNumber()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecord;-><init>([B)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecord;-><init>(II[B)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecord;-><init>(IILjava/lang/String;Ljava/lang/String;[Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecord;-><init>(IILjava/lang/String;Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecord;-><init>(Ljava/lang/String;Ljava/lang/String;[Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecord;-><init>(Ljava/lang/String;Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecord;->isEmpty()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecordLoader;->getEFPath(I)Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecordLoader;-><init>(Lcom/android/internal/telephony/uicc/IccFileHandler;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecordLoader;->loadFromEF(IIILandroid/os/Message;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecordLoader;->mFh:Lcom/android/internal/telephony/uicc/IccFileHandler;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/uicc/AdnRecordLoader;->updateEF(Lcom/android/internal/telephony/uicc/AdnRecord;IIILjava/lang/String;Landroid/os/Message;)V,,,,,,,,,,,,,,,,,,,
